Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,log_price
BMW,13000.0,sedan,304,4.4,Other,yes,2002,9.472704636443673
Mercedes-Benz,7500.0,sedan,319,3.2,Gas,yes,1997,8.922658299524402
Mercedes-Benz,17999.0,other,38,2.0,Petrol,yes,2009,9.798071479779479
Renault,7300.0,vagon,162,1.5,Diesel,yes,2006,8.895629627136483
Toyota,29900.0,crossover,117,3.0,Diesel,yes,2008,10.305613759378778
Renault,4950.0,vagon,170,1.5,Diesel,yes,2004,8.507142855562735
Audi,36000.0,vagon,40,3.0,Diesel,yes,2010,10.491274217438248
Audi,1700.0,sedan,177,1.6,Petrol,no,1996,7.438383530044307
Audi,12450.0,vagon,1,2.0,Diesel,yes,2008,9.429475901892854
Volkswagen,13893.75,sedan,0,1.6,Petrol,yes,2016,9.539194377712507
Volkswagen,44600.0,crossover,60,3.0,Diesel,yes,2013,10.705489138008156
Toyota,35138.29,crossover,0,2.0,Petrol,yes,2016,10.467046698064145
BMW,3500.0,sedan,313,2.5,Diesel,yes,1994,8.160518247477505
Mercedes-Benz,12800.0,other,260,2.7,Diesel,yes,2005,9.457200449907708
Volkswagen,27000.0,sedan,85,2.0,Diesel,yes,2013,10.203592144986466
Volkswagen,14800.0,sedan,143,2.0,Diesel,yes,2010,9.602382459752207
Renault,2200.0,other,155,1.6,Petrol,no,2004,7.696212639346407
Volkswagen,2900.0,van,433,2.4,Diesel,no,1995,7.9724660159745655
Audi,12000.0,sedan,200,6.0,Petrol,yes,2004,9.392661928770137
Volkswagen,41000.0,crossover,180,3.0,Diesel,yes,2013,10.621327345686446
Audi,16300.0,vagon,180,3.2,Petrol,yes,2006,9.698920386794853
Renault,5300.0,van,145,1.5,Other,yes,2010,8.575462099540212
Mercedes-Benz,40500.0,sedan,39,2.2,Diesel,yes,2015,10.60905725309463
Mercedes-Benz,4300.0,van,300,2.2,Diesel,no,2005,8.366370301681654
Volkswagen,4000.0,crossover,137,2.5,Diesel,no,2004,8.294049640102028
Volkswagen,9600.0,hatch,132,1.6,Petrol,yes,2007,9.169518377455928
Mitsubishi,18000.0,crossover,112,3.0,Gas,yes,2008,9.798127036878302
Renault,11300.0,vagon,184,1.5,Diesel,yes,2011,9.332558004700433
Volkswagen,4999.0,hatch,131,1.4,Petrol,yes,2002,8.51699317141357
Mercedes-Benz,24999.0,sedan,112,2.2,Diesel,yes,2012,10.126591103050316
Toyota,23300.0,crossover,93,2.7,Other,yes,2011,10.056208639553791
Toyota,14900.0,crossover,124,4.0,Petrol,yes,2006,9.60911649193355
Audi,22800.0,sedan,184,2.7,Diesel,yes,2010,10.034515814942532
Mercedes-Benz,35500.0,sedan,137,3.0,Diesel,yes,2011,10.477287975463508
Volkswagen,15000.0,other,280,2.8,Diesel,yes,2006,9.615805480084347
Toyota,8650.0,sedan,132,1.6,Petrol,yes,2008,9.065314599925925
Mitsubishi,22400.0,crossover,96,2.5,Diesel,yes,2011,10.01681623784313
Mitsubishi,10400.0,sedan,123,2.0,Petrol,yes,2009,9.249561085129464
Audi,10500.0,vagon,198,4.2,Gas,yes,2005,9.259130536145614
Renault,11900.0,crossover,68,1.5,Diesel,yes,2011,9.38429367909962
BMW,36900.0,sedan,17,2.0,Petrol,yes,2013,10.515966830028619
BMW,24500.0,crossover,170,3.0,Diesel,yes,2006,10.106428396532818
Volkswagen,4700.0,van,400,2.4,Diesel,yes,1999,8.45531778769815
Toyota,18100.0,hatch,30,1.6,Petrol,yes,2013,9.803667217253917
Mercedes-Benz,115000.0,sedan,47,4.6,Petrol,yes,2013,11.652687407345388
Mercedes-Benz,10900.0,sedan,217,3.2,Diesel,yes,2002,9.296518068217235
BMW,7000.0,sedan,280,3.0,Petrol,yes,2001,8.85366542803745
Volkswagen,9999.0,vagon,161,2.0,Diesel,yes,2008,9.21024036697585
Mitsubishi,12300.0,other,160,2.5,Diesel,yes,2008,9.417354541360508
Volkswagen,67622.55,crossover,0,3.0,Diesel,yes,2016,11.121696786287314
Volkswagen,18900.0,other,45,2.0,Diesel,yes,2013,9.846917201047734
Volkswagen,6999.0,sedan,248,1.8,Petrol,yes,2002,8.85352256068954
Mercedes-Benz,10250.0,sedan,261,1.8,Petrol,yes,2003,9.235032984566555
Toyota,3500.0,sedan,286,1.6,Petrol,yes,2000,8.160518247477505
BMW,13500.0,crossover,250,3.0,Diesel,no,2006,9.51044496442652
BMW,2450.0,sedan,328,2.5,Diesel,no,1996,7.803843303538772
Volkswagen,7500.0,van,180,2.5,Diesel,yes,2004,8.922658299524402
Volkswagen,4900.0,vagon,263,2.0,Diesel,no,2007,8.496990484098719
Mercedes-Benz,5000.0,vagon,248,2.0,Gas,yes,1996,8.517193191416238
BMW,29900.0,crossover,235,3.0,Diesel,yes,2009,10.305613759378778
Renault,7000.0,sedan,110,1.4,Petrol,yes,2012,8.85366542803745
Mitsubishi,11800.0,sedan,1,1.5,Gas,yes,2010,9.375854810453756
Mercedes-Benz,16500.0,van,223,2.2,Diesel,yes,2009,9.711115659888671
BMW,5300.0,sedan,147,2.2,Gas,no,2001,8.575462099540212
Mercedes-Benz,7200.0,van,200,2.2,Diesel,yes,2004,8.881836305004146
Volkswagen,8500.0,van,230,1.9,Diesel,yes,2008,9.047821442478408
BMW,39000.0,crossover,180,3.0,Diesel,yes,2011,10.571316925111784
Volkswagen,1850.0,vagon,270,1.9,Diesel,yes,2000,7.52294091807237
Audi,36100.0,sedan,75,3.0,Diesel,yes,2011,10.494048144320972
Mitsubishi,3149.25,hatch,330,2.0,Gas,yes,1993,8.054919608232412
Renault,5800.0,van,159,1.5,Diesel,yes,2007,8.66561319653451
BMW,6700.0,sedan,370,2.0,Petrol,yes,1997,8.809862805379057
Renault,18988.13,crossover,0,1.5,Diesel,yes,2016,9.851569326077096
Volkswagen,28660.0,van,0,1.6,Diesel,yes,2016,10.263257701382162
BMW,2999.0,sedan,210,2.0,Other,no,1999,8.00603417874901
BMW,64500.0,crossover,1,2.0,Diesel,yes,2016,11.074420502783864
Toyota,21500.0,crossover,135,2.0,Gas,yes,2007,9.975808214115753
BMW,85555.0,sedan,10,3.0,Diesel,yes,2015,11.35691472296607
Volkswagen,8650.0,van,108,1.6,Diesel,yes,2013,9.065314599925925
BMW,10600.0,sedan,1,3.0,Diesel,yes,2000,9.268609280100158
Toyota,6900.0,hatch,109,1.3,Gas,yes,2007,8.83927669058535
Mercedes-Benz,2900.0,other,248,2.0,Petrol,no,1999,7.9724660159745655
Mercedes-Benz,12250.0,other,185,2.2,Diesel,yes,2012,9.413281215972873
BMW,21700.0,crossover,101,2.5,Gas,yes,2007,9.98506753952855
Mercedes-Benz,2000.0,sedan,320,2.2,Diesel,no,1998,7.600902459542082
Audi,9900.0,vagon,284,2.5,Diesel,yes,2004,9.20029003612268
Mercedes-Benz,5850.0,van,240,2.2,Diesel,yes,2001,8.674196940225903
Toyota,8200.0,vagon,204,1.4,Diesel,yes,2005,9.011889433252344
Renault,7300.0,vagon,200,1.5,Diesel,yes,2008,8.895629627136483
Mitsubishi,8000.0,sedan,145,2.0,Gas,yes,2007,8.987196820661973
Renault,6600.0,van,184,1.5,Diesel,yes,2012,8.794824928014517
Mercedes-Benz,22500.0,sedan,164,1.8,Gas,yes,2012,10.021270588192511
Mercedes-Benz,13200.0,other,196,2.2,Other,yes,2012,9.487972108574462
Volkswagen,1200.0,other,300,1.4,Gas,yes,2000,7.090076835776092
Volkswagen,8900.0,van,264,2.5,Diesel,yes,2003,9.093806555720231
Mitsubishi,9200.0,sedan,163,2.0,Petrol,yes,2008,9.126958763037132
Mercedes-Benz,10200.0,sedan,154,2.5,Petrol,yes,2006,9.230142999272362
Mercedes-Benz,9500.0,sedan,246,6.0,Petrol,yes,1997,9.159047077588632
Mitsubishi,26850.0,crossover,84,3.2,Diesel,yes,2012,10.19802109993701
Audi,21900.0,crossover,183,4.2,Petrol,yes,2007,9.994241915804592
Volkswagen,1700.0,hatch,250,1.4,Petrol,no,1998,7.438383530044307
Volkswagen,6500.0,hatch,225,1.4,Petrol,yes,2000,8.779557455883728
Renault,5000.0,vagon,34,1.5,Diesel,yes,2013,8.517193191416238
BMW,38000.0,sedan,74,2.0,Diesel,yes,2014,10.545341438708522
Volkswagen,9599.0,sedan,140,1.8,Petrol,yes,2008,9.169414205363537
Mercedes-Benz,10800.0,other,230,1.8,Petrol,yes,2006,9.287301413112312
Toyota,18800.0,crossover,105,2.0,Gas,yes,2011,9.84161214881804
Mitsubishi,7650.0,sedan,133,1.5,Gas,yes,2008,8.942460926820582
Renault,6300.0,vagon,125,2.0,Petrol,yes,2003,8.748304912379623
BMW,5000.0,other,75,1.9,Petrol,no,1998,8.517193191416238
Toyota,28500.0,crossover,107,3.5,Gas,yes,2011,10.257659366256743
BMW,13000.0,sedan,193,3.6,Petrol,yes,2003,9.472704636443673
Toyota,16999.0,crossover,157,2.7,Gas,yes,2007,9.74090979777877
BMW,34500.0,other,160,3.0,Diesel,yes,2011,10.448714603019452
Volkswagen,10900.0,vagon,204,2.0,Diesel,yes,2007,9.296518068217235
Mitsubishi,18999.0,crossover,121,3.8,Gas,yes,2008,9.85214162518454
BMW,9800.0,sedan,350,3.0,Diesel,yes,2001,9.190137664658664
Volkswagen,4300.0,vagon,298,1.8,Petrol,yes,1998,8.366370301681654
Audi,3900.0,vagon,260,2.5,Diesel,no,2003,8.268731832117737
Volkswagen,13499.0,van,154,2.0,Diesel,yes,2013,9.510370887608827
Audi,19990.0,sedan,127,2.8,Petrol,yes,2010,9.902987427494446
Renault,3400.0,van,260,2.2,Diesel,no,2005,8.131530710604252
Toyota,27800.0,sedan,157,3.5,Petrol,yes,2011,10.232791299678729
Volkswagen,2300.0,hatch,320,1.6,Gas,yes,1989,7.7406644019172415
Renault,7650.0,van,151,1.5,Diesel,yes,2012,8.942460926820582
Volkswagen,10000.0,van,220,1.9,Diesel,yes,2008,9.210340371976184
Volkswagen,9700.0,vagon,130,1.6,Gas,yes,2008,9.179881164491475
Audi,3800.0,sedan,270,2.5,Diesel,no,2000,8.242756345714477
Toyota,26900.0,crossover,115,4.0,Gas,yes,2008,10.19988156558993
Toyota,12600.0,sedan,205,2.4,Gas,yes,2006,9.441452092939569
Volkswagen,14899.0,van,158,2.0,Diesel,yes,2012,9.60904937558734
Renault,4999.0,vagon,252,1.5,Diesel,yes,2007,8.51699317141357
BMW,57777.0,other,40,4.0,Diesel,yes,2012,10.964346051592322
Volkswagen,12350.0,van,167,1.4,Petrol,yes,2011,9.421411342056123
Audi,7999.0,sedan,177,2.7,Gas,yes,2003,8.987071812848821
BMW,21600.0,crossover,200,4.8,Other,yes,2007,9.980448593672257
Mitsubishi,8000.0,sedan,67,1.5,Petrol,yes,2009,8.987196820661973
Volkswagen,6799.0,hatch,1,1.4,Gas,yes,1998,8.82453082152646
Toyota,25749.75,sedan,0,2.5,Petrol,yes,2016,10.156180197306888
Volkswagen,8899.0,vagon,198,1.9,Other,yes,2004,9.093694189856862
Mercedes-Benz,26800.0,sedan,162,5.5,Petrol,yes,2007,10.196157166498947
Toyota,25555.0,crossover,128,4.7,Gas,yes,2004,10.14858827120238
Audi,25000.0,crossover,112,3.2,Petrol,yes,2010,10.126631103850338
Volkswagen,15800.0,van,194,2.0,Diesel,yes,2012,9.667765219015058
BMW,3150.0,sedan,200,2.0,Diesel,no,1999,8.055157731819678
Toyota,12300.0,sedan,157,2.4,Gas,yes,2007,9.417354541360508
Toyota,45500.0,crossover,45,3.5,Petrol,yes,2015,10.725467604939041
Renault,6500.0,other,406,2.5,Diesel,yes,2004,8.779557455883728
Toyota,18999.0,crossover,95,2.0,Petrol,yes,2011,9.85214162518454
BMW,8500.0,sedan,260,2.2,Gas,yes,2001,9.047821442478408
Mercedes-Benz,8500.0,van,350,2.2,Diesel,yes,2004,9.047821442478408
Toyota,13500.0,crossover,126,4.0,Petrol,no,2011,9.51044496442652
Volkswagen,2200.0,sedan,180,1.9,Diesel,no,2003,7.696212639346407
Volkswagen,18500.0,vagon,125,2.0,Diesel,yes,2011,9.825526011066415
Toyota,8420.0,other,150,2.7,Gas,yes,2005,9.038365107236372
Audi,17500.0,vagon,144,2.0,Diesel,yes,2010,9.769956159911606
Audi,9000.0,sedan,158,2.0,Gas,yes,2003,9.104979856318357
Volkswagen,4400.0,hatch,238,1.6,Petrol,yes,1994,8.389359819906353
Renault,7500.0,van,200,2.2,Diesel,yes,2002,8.922658299524402
Toyota,17950.0,sedan,87,2.4,Petrol,yes,2010,9.795345393916424
BMW,51500.0,crossover,23,3.0,Petrol,yes,2013,10.849337086651827
Mitsubishi,10800.0,crossover,165,3.0,Gas,yes,2007,9.287301413112312
Volkswagen,33700.0,van,11,1.4,Petrol,yes,2016,10.425253116340453
Volkswagen,17000.0,crossover,158,2.5,Diesel,yes,2007,9.740968623038354
Volkswagen,11200.0,crossover,1,4.2,Petrol,yes,2004,9.323669057283185
BMW,4500.0,sedan,140,3.0,Diesel,no,2000,8.411832675758411
Toyota,43999.0,other,0,2.8,Diesel,yes,2016,10.691922185369403
Audi,39800.0,sedan,180,4.2,Other,yes,2012,10.59162219127253
BMW,6500.0,sedan,272,2.8,Petrol,yes,1996,8.779557455883728
Volkswagen,18700.0,vagon,196,2.0,Diesel,yes,2011,9.836278802842678
Audi,38500.0,vagon,75,2.0,Diesel,yes,2013,10.558413520275876
BMW,8200.0,sedan,241,2.0,Petrol,yes,1998,9.011889433252344
Audi,7500.0,vagon,240,2.0,Petrol,yes,2002,8.922658299524402
Toyota,11550.0,sedan,95,2.4,Petrol,yes,2007,9.35444071594994
Mercedes-Benz,39500.0,sedan,30,1.6,Petrol,yes,2014,10.584055950889214
Volkswagen,6200.0,sedan,161,4.2,Gas,no,2004,8.732304571033183
BMW,17200.0,crossover,308,4.6,Gas,yes,2003,9.752664662801545
BMW,2900.0,sedan,280,2.5,Diesel,no,1997,7.9724660159745655
Renault,14600.0,other,169,2.3,Diesel,yes,2013,9.588776807696428
BMW,34900.0,crossover,110,4.4,Petrol,yes,2010,10.460242108190519
Mercedes-Benz,7000.0,other,170,2.2,Petrol,no,2001,8.85366542803745
Mercedes-Benz,32000.0,van,255,3.0,Diesel,yes,2008,10.373491181781864
Renault,7500.0,vagon,168,1.5,Diesel,yes,2005,8.922658299524402
Volkswagen,9000.0,other,217,2.5,Diesel,yes,2005,9.104979856318357
Mitsubishi,7000.0,sedan,180,1.6,Gas,yes,2004,8.85366542803745
Audi,2700.0,sedan,234,2.5,Other,no,2000,7.90100705199242
Volkswagen,10950.0,van,165,2.0,Diesel,yes,2012,9.301094735244646
Toyota,15500.0,sedan,120,3.5,Petrol,yes,2008,9.648595302907339
Mercedes-Benz,8700.0,sedan,210,5.0,Petrol,yes,1997,9.071078304642676
Mercedes-Benz,6000.0,van,200,2.2,Diesel,yes,2000,8.699514748210191
Mitsubishi,16950.0,crossover,135,3.0,Gas,yes,2008,9.738023112808596
Mercedes-Benz,15000.0,crossover,400,3.0,Diesel,yes,1997,9.615805480084347
Toyota,26500.0,crossover,102,2.5,Diesel,yes,2013,10.184900011974314
Mercedes-Benz,3100.0,vagon,400,2.2,Diesel,no,2002,8.039157390473237
Toyota,59900.0,crossover,90,4.5,Diesel,yes,2012,11.00043178410354
Toyota,63000.0,crossover,3,4.2,Diesel,yes,2013,11.05089000537367
Mercedes-Benz,19800.0,crossover,218,3.0,Diesel,yes,2006,9.893437216682626
Volkswagen,13000.0,van,110,1.9,Diesel,yes,2009,9.472704636443673
Audi,12200.0,sedan,130,2.4,Petrol,yes,2006,9.409191230721348
Mitsubishi,5700.0,other,170,1.3,Petrol,yes,2006,8.648221453822641
Audi,2550.0,sedan,370,2.5,Diesel,no,1998,7.843848638152472
Toyota,13500.0,sedan,144,3.5,Gas,yes,2007,9.51044496442652
Renault,10200.0,van,183,2.0,Diesel,yes,2012,9.230142999272362
Audi,13000.0,other,161,1.8,Gas,yes,2001,9.472704636443673
Volkswagen,10500.0,sedan,210,5.0,Diesel,yes,2004,9.259130536145614
BMW,3100.0,sedan,315,2.5,Diesel,no,1998,8.039157390473237
BMW,9400.0,sedan,221,4.4,Gas,yes,2004,9.148464968258095
Audi,10000.0,sedan,206,2.5,Diesel,yes,2003,9.210340371976184
Mitsubishi,4200.0,sedan,270,2.0,Gas,yes,1998,8.34283980427146
Renault,7500.0,sedan,131,1.6,Petrol,yes,2009,8.922658299524402
Mercedes-Benz,38600.0,other,12,1.8,Petrol,yes,2012,10.561007555452923
Toyota,8900.0,hatch,140,1.6,Petrol,yes,2008,9.093806555720231
Toyota,24000.0,crossover,270,4.2,Diesel,yes,1994,10.085809109330082
Mercedes-Benz,51500.0,other,75,6.3,Petrol,yes,2009,10.849337086651827
Mercedes-Benz,5100.0,sedan,270,3.2,Diesel,no,2001,8.536995818712418
Mitsubishi,4999.0,sedan,60,1.6,Petrol,yes,2007,8.51699317141357
Mitsubishi,9450.0,sedan,125,2.0,Gas,yes,2008,9.153770020487789
Audi,3850.0,vagon,215,2.5,Diesel,no,2002,8.25582842728183
Renault,7800.0,vagon,170,1.5,Diesel,no,2013,8.961879012677683
Audi,49700.0,crossover,80,3.0,Diesel,yes,2013,10.81376021208472
Mitsubishi,9000.0,sedan,78,2.4,Gas,yes,2006,9.104979856318357
Toyota,18990.0,crossover,95,2.0,Petrol,yes,2011,9.85166780380633
Mitsubishi,7200.0,sedan,102,1.6,Petrol,yes,2007,8.881836305004146
Volkswagen,11900.0,other,112,2.0,Diesel,yes,2011,9.38429367909962
Toyota,2800.0,sedan,287,1.3,Petrol,yes,1995,7.937374696163295
Volkswagen,2200.0,sedan,272,1.9,Diesel,no,1998,7.696212639346407
Mitsubishi,17500.0,crossover,170,3.8,Gas,yes,2008,9.769956159911606
Audi,49900.0,other,79,4.2,Petrol,yes,2007,10.81777628173961
Volkswagen,8650.0,van,238,2.5,Diesel,yes,2002,9.065314599925925
Audi,8800.0,sedan,205,1.8,Petrol,yes,2003,9.082507000466299
Mercedes-Benz,69999.0,crossover,0,2.2,Diesel,yes,2016,11.156236235215168
Volkswagen,8910.53,hatch,103,1.4,Petrol,yes,2012,9.094989002421919
Toyota,15500.0,crossover,165,2.7,Gas,yes,2005,9.648595302907339
Audi,19500.0,crossover,175,3.6,Petrol,yes,2007,9.878169744551839
Toyota,27700.0,sedan,21,2.5,Petrol,yes,2015,10.22918769217543
Volkswagen,9600.0,van,255,1.9,Diesel,yes,2004,9.169518377455928
BMW,12500.0,crossover,176,3.0,Gas,yes,2002,9.433483923290392
Audi,4799.0,vagon,260,2.5,Diesel,no,2002,8.476162841858246
Toyota,20900.0,sedan,70,2.5,Petrol,yes,2012,9.947504437952903
Audi,14900.0,sedan,203,2.8,Petrol,yes,2008,9.60911649193355
Toyota,12750.0,hatch,164,1.4,Diesel,yes,2012,9.453286550586572
BMW,5900.0,hatch,243,2.0,Petrol,no,2006,8.68270762989381
Mercedes-Benz,2700.0,sedan,400,2.9,Diesel,yes,1997,7.90100705199242
Audi,4700.0,sedan,400,2.6,Petrol,yes,1996,8.45531778769815
BMW,77000.0,other,64,4.4,Petrol,yes,2012,11.251560700835821
Renault,5900.0,van,250,1.9,Diesel,yes,2005,8.68270762989381
Volkswagen,24000.0,sedan,67,1.8,Petrol,yes,2012,10.085809109330082
Audi,18400.0,vagon,151,2.0,Diesel,yes,2010,9.820105943597078
Mercedes-Benz,56800.0,sedan,74,6.3,Petrol,yes,2010,10.947291604709243
Renault,8000.0,hatch,50,1.6,Petrol,yes,2012,8.987196820661973
Mercedes-Benz,5000.0,sedan,382,2.0,Petrol,yes,1994,8.517193191416238
Mitsubishi,9900.0,sedan,98,2.0,Petrol,yes,2009,9.20029003612268
Mercedes-Benz,18900.0,other,111,2.5,Petrol,yes,2009,9.846917201047734
Toyota,20500.0,crossover,139,4.0,Gas,yes,2005,9.9281801651265
Volkswagen,2500.0,vagon,232,1.6,Petrol,no,2001,7.824046010856292
Renault,9000.0,vagon,179,1.5,Diesel,yes,2010,9.104979856318357
Renault,7700.0,sedan,100,1.6,Gas,yes,2008,8.948975607841776
Audi,32300.0,hatch,54,2.8,Petrol,yes,2011,10.382822509210747
Mercedes-Benz,72700.0,van,42,2.2,Diesel,yes,2014,11.194096663521611
Renault,6200.0,sedan,246,1.4,Petrol,yes,2005,8.732304571033183
Audi,4000.0,sedan,400,2.0,Petrol,yes,1992,8.294049640102028
Toyota,9003.15,sedan,43,1.3,Petrol,yes,2014,9.105329795082644
Mercedes-Benz,14900.0,other,195,3.2,Gas,yes,1999,9.60911649193355
BMW,65393.25,crossover,0,2.0,Diesel,yes,2016,11.088174321109493
Renault,9000.0,van,158,2.0,Diesel,yes,2012,9.104979856318357
Audi,8500.0,sedan,253,2.5,Diesel,yes,2001,9.047821442478408
Renault,5900.0,hatch,171,1.5,Other,yes,2005,8.68270762989381
Mitsubishi,5100.0,hatch,250,1.3,Gas,yes,2006,8.536995818712418
Mercedes-Benz,40500.0,sedan,108,5.5,Petrol,yes,2010,10.60905725309463
Audi,8600.0,sedan,154,1.8,Petrol,yes,2001,9.0595174822416
Mitsubishi,5900.0,sedan,142,1.6,Gas,yes,2005,8.68270762989381
Volkswagen,17900.0,other,123,1.8,Petrol,yes,2010,9.792555991828847
BMW,34400.0,crossover,37,2.0,Diesel,yes,2013,10.44581184336149
BMW,13500.0,sedan,138,2.5,Petrol,yes,2004,9.51044496442652
Renault,9600.0,van,175,2.0,Diesel,yes,2007,9.169518377455928
Mercedes-Benz,15000.0,other,82,1.8,Petrol,yes,2004,9.615805480084347
Mercedes-Benz,22000.0,other,53,3.0,Petrol,yes,2007,9.998797732340453
Volkswagen,13700.0,other,200,2.5,Diesel,yes,2005,9.525151111816216
Toyota,18800.0,sedan,47,2.4,Petrol,yes,2009,9.84161214881804
Volkswagen,7600.0,hatch,127,1.4,Petrol,yes,2007,8.935903526274423
Toyota,11950.0,hatch,120,1.4,Petrol,yes,2013,9.388486557359657
Audi,11300.0,sedan,202,2.7,Diesel,no,2008,9.332558004700433
Volkswagen,13500.0,van,43,2.0,Diesel,yes,2014,9.51044496442652
Toyota,11990.0,sedan,129,2.4,Petrol,yes,2007,9.39182824802156
Toyota,16500.0,other,130,2.7,Gas,yes,2004,9.711115659888671
BMW,19000.0,crossover,215,3.0,Diesel,yes,2006,9.852194258148577
Renault,5500.0,van,160,1.5,Diesel,yes,2005,8.612503371220562
BMW,39999.0,sedan,45,3.0,Petrol,yes,2011,10.596609732783568
Toyota,15500.0,sedan,140,2.4,Gas,yes,2007,9.648595302907339
Mitsubishi,11700.0,crossover,197,3.0,Gas,yes,2006,9.367344120785848
Volkswagen,2750.0,vagon,1,1.9,Diesel,no,2001,7.919356190660617
Renault,7150.0,vagon,1,1.5,Diesel,yes,2005,8.874867635688053
BMW,10500.0,hatch,220,2.0,Petrol,yes,2005,9.259130536145614
Mercedes-Benz,24900.0,sedan,97,1.8,Petrol,yes,2012,10.1226230824528
Mercedes-Benz,26000.0,other,22,1.8,Petrol,yes,2014,10.165851817003619
Mercedes-Benz,21500.0,crossover,148,6.2,Petrol,yes,2008,9.975808214115753
BMW,2222.0,sedan,268,1.8,Petrol,no,1996,7.706162970199576
BMW,2900.0,vagon,236,2.0,Diesel,no,2001,7.9724660159745655
Volkswagen,4600.0,hatch,1,1.8,Gas,yes,1996,8.433811582477187
Mercedes-Benz,3200.0,sedan,198,2.0,Gas,yes,1992,8.070906088787819
Mitsubishi,19400.0,crossover,78,2.4,Petrol,yes,2012,9.87302834505142
Renault,4000.0,sedan,215,1.9,Diesel,no,2005,8.294049640102028
BMW,65099.0,crossover,0,2.0,Diesel,yes,2016,11.083664467095577
BMW,53999.0,sedan,80,2.99,Diesel,yes,2012,10.896720806856424
Renault,9200.0,vagon,155,1.5,Diesel,yes,2010,9.126958763037132
Mercedes-Benz,109999.0,van,0,2.2,Diesel,yes,2016,11.60822655382414
Mercedes-Benz,23500.0,van,170,2.2,Diesel,yes,2011,10.06475570013225
Audi,4800.0,sedan,390,2.6,Petrol,yes,1993,8.476371196895983
Toyota,13500.0,sedan,100,2.4,Petrol,yes,2007,9.51044496442652
Toyota,8700.0,sedan,131,1.6,Gas,yes,2007,9.071078304642676
Mercedes-Benz,12300.0,sedan,423,5.0,Gas,yes,1997,9.417354541360508
Mitsubishi,7900.0,other,148,1.8,Petrol,yes,2003,8.974618038455112
Volkswagen,10700.0,van,153,2.0,Diesel,yes,2010,9.277999020449997
Renault,6800.0,van,185,1.6,Other,yes,2006,8.824677891164198
Renault,8500.0,van,157,1.5,Diesel,no,2013,9.047821442478408
Mitsubishi,18700.0,crossover,97,3.2,Diesel,yes,2009,9.836278802842678
BMW,1900.0,vagon,285,2.5,Diesel,no,1997,7.549609165154532
Mercedes-Benz,15500.0,van,75,2.0,Diesel,yes,2011,9.648595302907339
Volkswagen,8700.0,hatch,148,1.4,Other,yes,2008,9.071078304642676
Mercedes-Benz,47300.0,sedan,121,3.0,Diesel,yes,2012,10.764265574480024
BMW,5000.0,sedan,400,2.5,Petrol,yes,1991,8.517193191416238
Toyota,24000.0,crossover,73,4.0,Petrol,yes,2008,10.085809109330082
Volkswagen,14800.0,sedan,85,1.4,Petrol,yes,2013,9.602382459752207
Mercedes-Benz,6400.0,van,290,2.2,Diesel,yes,1999,8.764053269347762
Mitsubishi,19000.0,crossover,139,2.4,Gas,yes,2011,9.852194258148577
Mercedes-Benz,11700.0,van,211,2.2,Diesel,yes,2007,9.367344120785848
Volkswagen,6500.0,vagon,101,2.0,Diesel,yes,2011,8.779557455883728
Volkswagen,4999.0,sedan,145,2.0,Petrol,yes,2000,8.51699317141357
Volkswagen,1900.0,hatch,100,1.6,Petrol,yes,1989,7.549609165154532
Renault,8999.0,vagon,100,1.5,Diesel,yes,2009,9.104868739033948
Volkswagen,12700.0,van,164,1.6,Diesel,yes,2012,9.449357272446683
Mercedes-Benz,2200.0,sedan,168,2.0,Petrol,no,1994,7.696212639346407
BMW,32500.0,vagon,65,2.0,Petrol,yes,2014,10.388995368317829
Volkswagen,16800.0,vagon,149,1.4,Gas,yes,2013,9.72913416539135
Mercedes-Benz,8999.0,van,360,2.2,Diesel,yes,2006,9.104868739033948
Audi,2500.0,sedan,407,2.8,Gas,no,1999,7.824046010856292
BMW,37000.0,sedan,95,4.4,Petrol,yes,2011,10.51867319162636
Volkswagen,19500.0,sedan,82,1.8,Petrol,yes,2011,9.878169744551839
Volkswagen,10900.0,van,240,2.5,Diesel,yes,2007,9.296518068217235
